Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.05162516667,-15.83822632,-5.743252754,38.1338501,41.68962567
0.06168616667,-15.83822632,-5.743252754,38.1338501,41.68962567
0.07174716667,-16.09342957,-5.590524673,38.12524414,41.75867194
0.08180716667,-16.09342957,-5.590524673,38.12524414,41.75867194
0.09186816667,-16.38192749,-4.774759293,38.23034668,41.865562
0.1019291667,-16.31182861,-4.198577881,38.19512939,41.74412196
0.1119891667,-16.31182861,-4.198577881,38.19512939,41.74412196
0.1220501667,-16.8039856,-3.666548729,38.24993896,41.9389478
0.1321111667,-16.8039856,-3.666548729,38.24993896,41.9389478
0.1421711667,-16.73629761,-4.035470963,38.19946289,41.89973328
0.1522321667,-16.73629761,-4.035470963,38.19946289,41.89973328
0.1622931667,-16.71066284,-4.440834045,38.36975098,42.08568699
0.1723531667,-16.71066284,-4.440834045,38.36975098,42.08568699
0.1824141667,-16.87069702,-4.850301743,38.23376465,42.07097104
0.1924741667,-16.87069702,-4.850301743,38.23376465,42.07097104
0.2025351667,-17.03988647,-5.890612602,38.02301025,42.08095004
0.2125962917,-17.03988647,-5.890612602,38.02301025,42.08095004
0.2226562917,-17.28347778,-6.899200439,37.95159912,42.26868163
0.2327172917,-17.28347778,-6.899200439,37.95159912,42.26868163
0.2427782917,-17.39971924,-7.891592979,37.65551758,42.22517582
0.2528382917,-17.39971924,-7.891592979,37.65551758,42.22517582
0.2628992917,-17.34306335,-8.834975243,37.60913086,42.34720012
0.2729602917,-17.34306335,-8.834975243,37.60913086,42.34720012
0.2830202917,-17.23178101,-10.06883526,37.47796631,42.46073102
0.2930812917,-17.23178101,-10.06883526,37.47796631,42.46073102
0.3031422917,-17.18400574,-11.01806545,37.16870117,42.40519032
0.3132022917,-17.18400574,-11.01806545,37.16870117,42.40519032
0.3232632917,-17.07307434,-12.2464819,37.13201904,42.6644234
0.3333232917,-16.93388367,-13.60551167,36.81890869,42.7492503
0.3433842917,-16.93388367,-13.60551167,36.81890869,42.7492503
0.3534452917,-16.78372192,-15.1805315,36.07751465,42.58789642
0.3635052917,-16.78372192,-15.1805315,36.07751465,42.58789642
0.3735662917,-16.87773132,-16.53642654,35.80725098,42.90070442
0.3836272917,-16.87773132,-16.53642654,35.80725098,42.90070442
0.3936872917,-16.64297485,-18.63794708,34.82580566,42.8625527
0.4037482917,-16.64297485,-18.63794708,34.82580566,42.8625527
0.4138092917,-16.66682434,-20.67643356,34.07305908,43.20036219
0.4238692917,-16.66682434,-20.67643356,34.07305908,43.20036219
0.4339302917,-16.95982361,-23.08683777,32.67443848,43.45407489
0.4439912917,-16.95982361,-23.08683777,32.67443848,43.45407489
0.4540512917,-17.10276794,-25.62837601,30.80010986,43.56564123
0.4641122917,-17.10276794,-25.62837601,30.80010986,43.56564123
0.4741732917,-17.36799622,-28.02007675,28.71343994,43.71765807
0.4842332917,-17.36799622,-28.02007675,28.71343994,43.71765807
0.4942942917,-17.37728882,-30.32219315,26.68359375,43.97066908
0.5043552917,-17.37728882,-30.32219315,26.68359375,43.97066908
0.5144152917,-17.55853271,-32.9291954,24.17163086,44.46236295
0.5244762917,-17.55853271,-32.9291954,24.17163086,44.46236295
0.5345362917,-17.71376038,-35.27971268,21.12597656,44.77434889
0.5445972917,-17.71432495,-37.33942795,17.60626221,44.92227351
0.5546582917,-17.71432495,-37.33942795,17.60626221,44.92227351
0.5647182917,-17.75622559,-39.52255249,13.35406494,45.33924076
0.5747792917,-17.75622559,-39.52255249,13.35406494,45.33924076
0.5848402917,-17.75634766,-41.01550293,8.701721191,45.533277
0.5949002917,-17.75634766,-41.01550293,8.701721191,45.533277
0.6049612917,-17.7243042,-42.4479332,4.201171875,46.19120952
