Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.024266875,-21.11823273,-5.082244873,43.81213379,48.90104328
0.03432720834,-21.11823273,-5.082244873,43.81213379,48.90104328
0.04438820833,-21.10660553,-5.310776711,43.67828369,48.80046734
0.05444820834,-21.10660553,-5.310776711,43.67828369,48.80046734
0.06450920834,-21.22810364,-5.278156281,43.65667725,48.83028554
0.07457020834,-21.22810364,-5.278156281,43.65667725,48.83028554
0.08463120833,-21.39554596,-5.145545959,43.9074707,49.11325701
0.09469220834,-21.39554596,-5.145545959,43.9074707,49.11325701
0.1047532083,-21.35172272,-4.763544083,43.64404297,48.81997441
0.1148142083,-21.35172272,-4.763544083,43.64404297,48.81997441
0.1248752083,-21.25023651,-4.958445549,43.67871094,48.82610494
0.1349352083,-21.25023651,-4.958445549,43.67871094,48.82610494
0.1449962083,-21.3903656,-5.044070244,43.46887207,48.70865656
0.1550572083,-21.24485016,-4.800853729,43.39398193,48.55336778
0.1651182083,-21.24485016,-4.800853729,43.39398193,48.55336778
0.1751792083,-21.35626984,-4.565116882,43.67736816,48.83280704
0.1852402083,-21.35626984,-4.565116882,43.67736816,48.83280704
0.1953012083,-21.33267975,-4.695784569,43.58996582,48.75673018
0.2053622083,-21.33267975,-4.695784569,43.58996582,48.75673018
0.2154222083,-21.13629913,-4.861569405,43.71777344,48.80186177
0.2254832083,-21.13629913,-4.861569405,43.71777344,48.80186177
0.2355442083,-21.50104523,-4.70188427,43.5491333,48.79477096
0.2456052083,-21.50104523,-4.70188427,43.5491333,48.79477096
0.2556662083,-21.35528564,-4.551410675,43.78857422,48.93059162
0.2657272083,-21.35528564,-4.551410675,43.78857422,48.93059162
0.2757882083,-21.41913605,-4.386654854,43.63830566,48.80905501
0.2858492083,-21.41913605,-4.386654854,43.63830566,48.80905501
0.2959092083,-21.69722748,-4.365857124,43.8192749,49.09133571
0.3059702083,-21.69722748,-4.365857124,43.8192749,49.09133571
0.3160312083,-21.28110504,-4.348755836,43.59265137,48.70437724
0.3260922083,-21.28110504,-4.348755836,43.59265137,48.70437724
0.3361532083,-21.67513275,-4.472558022,43.55480957,48.85526166
0.3462142083,-21.67513275,-4.472558022,43.55480957,48.85526166
0.3562752083,-21.42108154,-4.567861557,43.42889404,48.63945859
0.3663362083,-21.45897675,-4.512170792,43.41644287,48.63984868
0.3763962083,-21.45897675,-4.512170792,43.41644287,48.63984868
0.3864572083,-21.50331116,-4.47359848,43.53875732,48.76503731
0.3965182083,-21.50331116,-4.47359848,43.53875732,48.76503731
0.4065792083,-21.60282898,-4.323114395,43.43389893,48.70190052
0.4166402083,-21.60282898,-4.323114395,43.43389893,48.70190052
0.4267012083,-21.5151825,-4.346849442,43.61401367,48.82602141
0.4367622083,-21.5151825,-4.346849442,43.61401367,48.82602141
0.4468232083,-21.53297424,-4.415291786,43.33996582,48.59543619
0.4568832083,-21.53297424,-4.415291786,43.33996582,48.59543619
0.4669442083,-21.39903259,-4.507822037,43.40856934,48.60599703
0.4770052083,-21.39903259,-4.507822037,43.40856934,48.60599703
0.4870662083,-21.48010254,-4.412499428,43.36846924,48.59721268
0.4971272083,-21.48010254,-4.412499428,43.36846924,48.59721268
0.5071882083,-21.57187653,-4.592465401,43.42724609,48.70690196
0.5172492083,-21.57187653,-4.592465401,43.42724609,48.70690196
0.5273092083,-21.55502319,-4.482365608,43.41473389,48.67802117
0.5373702083,-21.55502319,-4.482365608,43.41473389,48.67802117
0.5474312083,-21.53014374,-4.348415375,43.65008545,48.86497483
0.5574922083,-21.53014374,-4.348415375,43.65008545,48.86497483
0.5675532083,-21.69493103,-4.17086792,43.57666016,48.85684683
0.5776142083,-21.82036591,-4.140095711,43.33465576,48.69457003
0.5876752083,-21.82036591,-4.140095711,43.33465576,48.69457003
0.5977362083,-21.8089447,-4.347552299,43.36993408,48.73892143
0.6077962083,-21.8089447,-4.347552299,43.36993408,48.73892143
0.6178572083,-21.73466492,-4.527011871,43.25183105,48.61697631
0.6279182083,-21.73466492,-4.527011871,43.25183105,48.61697631
