Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.01394629166,-26.51821136,5.043294907,37.26647949,46.01565876
0.02400629166,-26.51821136,5.043294907,37.26647949,46.01565876
0.03406729166,-26.25365448,5.274827957,37.35522461,45.96184275
0.04412829166,-26.17976379,5.524646759,37.47668457,46.04784078
0.05418829166,-26.17976379,5.524646759,37.47668457,46.04784078
0.06424929167,-26.04399109,5.579202652,37.65118408,46.11972069
0.07430929167,-26.04399109,5.579202652,37.65118408,46.11972069
0.08437029166,-26.00601959,5.94814682,37.67614746,46.16476571
0.09443129167,-26.00601959,5.94814682,37.67614746,46.16476571
0.1044912917,-25.78494263,6.102334976,37.81335449,46.17306072
0.1145522917,-25.78494263,6.102334976,37.81335449,46.17306072
0.1246134583,-25.34397888,6.189832687,38.01934814,46.10967499
0.1346734583,-25.34397888,6.189832687,38.01934814,46.10967499
0.1447344583,-25.28226471,6.3516922,38.27490234,46.30880102
0.1547954583,-25.28226471,6.3516922,38.27490234,46.30880102
0.1648554583,-24.84661102,6.122966766,38.57269287,46.28927993
0.1749164583,-24.84661102,6.122966766,38.57269287,46.28927993
0.1849764583,-24.35527802,5.904102325,38.82977295,46.21460006
0.1950374583,-24.35527802,5.904102325,38.82977295,46.21460006
0.2050984583,-24.04040527,5.768968582,39.07727051,46.24127112
0.2151584583,-24.04040527,5.768968582,39.07727051,46.24127112
0.2252194583,-23.47445679,5.63199234,39.24432373,46.07479142
0.2352804583,-23.47445679,5.63199234,39.24432373,46.07479142
0.2453404583,-23.06702423,5.36627388,39.53094482,46.08231875
0.2554014583,-22.46414185,5.26477623,39.92108154,46.10909118
0.2654614583,-22.46414185,5.26477623,39.92108154,46.10909118
0.2755224583,-22.15573883,5.052881241,40.40808105,46.35969571
0.2855834583,-22.15573883,5.052881241,40.40808105,46.35969571
0.2956434583,-21.53153992,4.812355042,40.52600098,46.14241788
0.3057044583,-21.53153992,4.812355042,40.52600098,46.14241788
0.3157654583,-20.79843903,4.48425293,41.04266357,46.22968552
0.3258254583,-20.79843903,4.48425293,41.04266357,46.22968552
0.3358864583,-20.60705566,4.536722183,41.22229004,46.30885215
0.3459464583,-20.60705566,4.536722183,41.22229004,46.30885215
0.3560074583,-20.23111725,4.431270599,41.34130859,46.23892365
0.3660684583,-20.23111725,4.431270599,41.34130859,46.23892365
0.3761284583,-20.12212372,4.670036316,41.55316162,46.40446469
0.3861894583,-20.12212372,4.670036316,41.55316162,46.40446469
0.3962504583,-20.2975235,4.618858337,41.49475098,46.42346035
0.4063104583,-20.2975235,4.618858337,41.49475098,46.42346035
0.4163714583,-20.07790375,4.723197937,41.41442871,46.26646435
0.4264324583,-20.07790375,4.723197937,41.41442871,46.26646435
0.4364924583,-20.12071991,4.840003967,41.69451904,46.54784556
0.4465534583,-20.12071991,4.840003967,41.69451904,46.54784556
0.4566134583,-20.22149658,4.753665924,41.49389648,46.40312176
0.4666744583,-20.22149658,4.753665924,41.49389648,46.40312176
0.4767354583,-19.97529602,5.100660324,41.68560791,46.50504374
0.4867954583,-19.74912262,5.101921082,41.57946777,46.31316857
0.4968564583,-19.74912262,5.101921082,41.57946777,46.31316857
0.5069174583,-19.70861053,5.026985168,41.75598145,46.4463335
0.5169774583,-19.70861053,5.026985168,41.75598145,46.4463335
0.5270384583,-19.61575317,5.00894928,41.62835693,46.29025218
0.5370994583,-19.61575317,5.00894928,41.62835693,46.29025218
0.5471594583,-19.72602844,5.236663818,41.66662598,46.39662236
0.5572204583,-19.72602844,5.236663818,41.66662598,46.39662236
0.5672804583,-19.84803772,5.594366074,42.01867676,46.80609714
0.5773414583,-19.84803772,5.594366074,42.01867676,46.80609714
0.5874024583,-19.82133484,5.562473297,41.6630249,46.47186319
0.5974624583,-19.82133484,5.562473297,41.6630249,46.47186319
0.6075234583,-19.88833618,5.467668533,41.66674805,46.49257154
0.6175844583,-19.88833618,5.467668533,41.66674805,46.49257154
0.6276444583,-20.23877716,5.432245255,41.5055542,46.49546665
0.6377054583,-20.23877716,5.432245255,41.5055542,46.49546665
0.6477654583,-20.40114594,5.440185547,41.38867188,46.46315243
0.6578264583,-20.40114594,5.440185547,41.38867188,46.46315243
0.6678874583,-20.7522583,5.488149643,41.48577881,46.71023287
0.6779474583,-20.7522583,5.488149643,41.48577881,46.71023287
0.6880084583,-20.58086395,5.575904846,41.22979736,46.41722597
0.6980694583,-20.56808472,5.521854401,41.32537842,46.49004072
0.7081294583,-20.56808472,5.521854401,41.32537842,46.49004072
0.7181904583,-20.25180817,5.554899216,41.39471436,46.41675361
0.7282514583,-20.25180817,5.554899216,41.39471436,46.41675361
0.7383114583,-19.9701004,5.353319168,41.34661865,46.22776017
0.7483724583,-19.9701004,5.353319168,41.34661865,46.22776017
0.7584324583,-20.16843414,5.326713562,41.56896973,46.50934161
0.7684934583,-20.16843414,5.326713562,41.56896973,46.50934161
0.7785544583,-19.9045639,5.448602676,41.79974365,46.61649391
0.7886144583,-19.9045639,5.448602676,41.79974365,46.61649391
0.7986754583,-19.79647064,5.051122665,41.61437988,46.35914908
0.8087364583,-19.79647064,5.051122665,41.61437988,46.35914908
0.8187964583,-19.86813354,4.58253479,41.72174072,46.43754951
0.8288574583,-19.86813354,4.58253479,41.72174072,46.43754951
0.8389184583,-19.9442749,4.343967438,41.77429199,46.49446877
0.8489784583,-19.9442749,4.343967438,41.77429199,46.49446877
0.8590394583,-19.78424835,4.077672958,41.78179932,46.40864848
0.8690994583,-19.78424835,4.077672958,41.78179932,46.40864848
0.8791604583,-19.55138397,3.59094429,42.16259766,46.61369045
0.8892214583,-19.55138397,3.59094429,42.16259766,46.61369045
0.8992814583,-19.2822113,3.344257355,42.18341064,46.50191247
0.9093424583,-18.91849518,2.773548126,42.47589111,46.58114806
0.9194034583,-18.91849518,2.773548126,42.47589111,46.58114806
0.9294634583,-18.66819763,2.404470444,42.61212158,46.58407439
0.9395244583,-18.66819763,2.404470444,42.61212158,46.58407439
0.9495844583,-18.45101929,1.634456635,42.61224365,46.46412455
0.9596454583,-18.45101929,1.634456635,42.61224365,46.46412455
0.9697064583,-18.1526413,1.03383255,42.74707031,46.45319382
0.9797664583,-18.1526413,1.03383255,42.74707031,46.45319382
0.9898274583,-18.0606308,0.7071495056,42.90814209,46.55958658
0.9998884583,-18.0606308,0.7071495056,42.90814209,46.55958658
1.009948458,-18.07396698,0.2249488831,42.671875,46.34228955
1.020009458,-18.07396698,0.2249488831,42.671875,46.34228955
1.030070458,-18.15633392,-0.1630420685,42.62176514,46.32811142
1.040130458,-18.15633392,-0.1630420685,42.62176514,46.32811142
1.050191458,-18.14277649,-0.748249054,42.67498779,46.37752471
1.060251458,-18.14277649,-0.748249054,42.67498779,46.37752471
1.070312458,-18.52059937,-1.383707047,42.52557373,46.40422036
1.080373458,-18.52059937,-1.383707047,42.52557373,46.40422036
1.090433458,-18.470047,-2.084590912,42.40270996,46.29771017
1.100494458,-18.470047,-2.084590912,42.40270996,46.29771017
1.110555458,-18.74059296,-2.538251877,42.52825928,46.54358585
1.120615458,-18.74059296,-2.538251877,42.52825928,46.54358585
1.130676542,-18.71054077,-3.074104309,42.26837158,46.32655491
1.140737542,-18.55751801,-3.501990318,42.34954834,46.36949057
1.150797542,-18.55751801,-3.501990318,42.34954834,46.36949057
1.160858542,-18.53691864,-3.905158997,42.23736572,46.29106483
1.170918542,-18.53691864,-3.905158997,42.23736572,46.29106483
1.180979542,-18.50370789,-4.094808578,42.38946533,46.43297787
1.191040542,-18.50370789,-4.094808578,42.38946533,46.43297787
1.201100542,-18.41298676,-3.918270111,42.27166748,46.27401856
1.211161542,-18.41298676,-3.918270111,42.27166748,46.27401856
1.221222542,-18.72663879,-3.556617737,42.23138428,46.33385747
1.231282542,-18.72663879,-3.556617737,42.23138428,46.33385747
1.241343542,-19.65739441,-3.000847816,41.95941162,46.43285977
1.251404542,-19.65739441,-3.000847816,41.95941162,46.43285977
1.261464542,-20.54529572,-2.384822845,41.6862793,46.53538909
1.271525542,-20.54529572,-2.384822845,41.6862793,46.53538909
1.281585542,-20.91407776,-1.568597794,41.237854,46.26467065
1.291646542,-20.91407776,-1.568597794,41.237854,46.26467065
1.301707542,-21.19559479,-1.026014328,41.35913086,46.48530573
1.311767542,-21.19559479,-1.026014328,41.35913086,46.48530573
1.321828542,-20.65843964,-0.4946594238,41.64526367,46.49025492
1.331889542,-20.65843964,-0.4946594238,41.64526367,46.49025492
1.341949542,-20.18946075,-0.5708942413,41.9765625,46.58295874
1.352010542,-19.81733704,-0.8673439026,42.09326172,46.53301854
1.362071542,-19.81733704,-0.8673439026,42.09326172,46.53301854
1.372131542,-19.65527344,-0.9254837036,42.22125244,46.58133158
1.382192542,-19.65527344,-0.9254837036,42.22125244,46.58133158
1.392252542,-19.79605865,-1.255056381,42.03686523,46.48179368
1.402313542,-19.79605865,-1.255056381,42.03686523,46.48179368
1.412374542,-20.12518311,-1.646436691,41.67681885,46.31080844
1.422434542,-20.12518311,-1.646436691,41.67681885,46.31080844
