Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.025473125,-22.19533539,-39.12768555,-3.510986328,45.12134433
0.035533125,-22.19533539,-39.12768555,-3.510986328,45.12134433
0.04559412501,-22.68366241,-39.34557724,-3.536560059,45.55359751
0.05565412501,-23.21395874,-39.69445419,-2.91784668,46.07658194
0.06571512501,-23.21395874,-39.69445419,-2.91784668,46.07658194
0.07577512501,-22.90339661,-39.95891571,-1.568969727,46.08407737
0.085836125,-22.90339661,-39.95891571,-1.568969727,46.08407737
0.095896125,-22.88619232,-40.21899796,0.08685302734,46.27475704
0.105957125,-22.88619232,-40.21899796,0.08685302734,46.27475704
0.116017125,-22.8025589,-40.50794601,2.186889648,46.53636072
0.126078125,-22.8025589,-40.50794601,2.186889648,46.53636072
0.136138125,-22.86328125,-40.59257126,4.096008301,46.7681917
0.146199125,-22.86328125,-40.59257126,4.096008301,46.7681917
0.156259125,-22.98789978,-40.32958603,5.891418457,46.79345955
0.166320125,-22.98789978,-40.32958603,5.891418457,46.79345955
0.176380125,-22.88305664,-40.17180634,7.382324219,46.81780662
0.186441125,-22.88305664,-40.17180634,7.382324219,46.81780662
0.196501125,-22.53583527,-39.96814728,8.876831055,46.73451399
0.206562125,-22.53583527,-39.96814728,8.876831055,46.73451399
0.216622125,-22.08937836,-40.21003723,9.930236816,46.94035933
0.226683125,-22.08937836,-40.21003723,9.930236816,46.94035933
0.236743125,-21.64762878,-40.13654327,10.9609375,46.90100307
0.246804125,-21.64762878,-40.13654327,10.9609375,46.90100307
0.256864125,-21.54644775,-40.1730423,11.65686035,47.05321595
0.266925125,-21.43910217,-40.15428162,11.71203613,47.00184278
0.276985125,-21.43910217,-40.15428162,11.71203613,47.00184278
0.287046125,-21.7924118,-40.23703003,11.7197876,47.23643953
0.297106125,-21.7924118,-40.23703003,11.7197876,47.23643953
0.307167125,-21.99552917,-39.98459625,11.71832275,47.11571213
0.317227125,-21.99552917,-39.98459625,11.71832275,47.11571213
0.327288125,-22.13521576,-39.90030289,11.51898193,47.06048121
0.337349125,-22.13521576,-39.90030289,11.51898193,47.06048121
0.347409125,-22.14437866,-40.15607834,10.98693848,47.15503102
0.357470125,-22.14437866,-40.15607834,10.98693848,47.15503102
0.367530125,-22.49156189,-40.15134811,10.68493652,47.24583558
0.377591125,-22.49156189,-40.15134811,10.68493652,47.24583558
0.387651125,-22.49556732,-40.28584671,10.18652344,47.2521455
0.397712125,-22.49556732,-40.28584671,10.18652344,47.2521455
0.407772125,-22.51328278,-40.41361237,9.917724609,47.31246376
0.417833125,-22.51328278,-40.41361237,9.917724609,47.31246376
0.427893125,-22.60147095,-40.32909775,9.598022461,47.21635998
0.437954125,-22.60147095,-40.32909775,9.598022461,47.21635998
0.448014125,-22.47773743,-40.36625671,9.229003906,47.11536771
0.458075125,-22.47773743,-40.36625671,9.229003906,47.11536771
0.468135125,-22.44657898,-40.53286743,8.746826172,47.15155584
0.478196125,-22.44657898,-40.53286743,8.746826172,47.15155584
0.488256125,-22.40448761,-40.32606506,8.74810791,46.95404115
0.498317125,-22.48789978,-40.45803833,8.779968262,47.11312285
0.508377125,-22.48789978,-40.45803833,8.779968262,47.11312285
0.518438125,-22.64360809,-40.74971008,8.550842285,47.39608384
0.528498125,-22.64360809,-40.74971008,8.550842285,47.39608384
0.538559125,-22.64440918,-40.66776276,8.513183594,47.31924016
0.548619125,-22.64440918,-40.66776276,8.513183594,47.31924016
0.558680125,-22.56712341,-40.81488037,8.511291504,47.40856043
0.568740125,-22.56712341,-40.81488037,8.511291504,47.40856043
0.578801125,-22.57465363,-40.85406494,8.032836914,47.36239096
0.588861125,-22.57465363,-40.85406494,8.032836914,47.36239096
0.598922125,-22.46097565,-40.8538475,7.730041504,47.25765361
0.608982125,-22.46097565,-40.8538475,7.730041504,47.25765361
0.619043125,-22.1483078,-40.91246796,7.604553223,47.14028853
0.629103125,-22.1483078,-40.91246796,7.604553223,47.14028853
0.639164125,-22.14573669,-41.00537109,6.97869873,47.12299172
0.649224125,-22.14573669,-41.00537109,6.97869873,47.12299172
0.659285125,-22.03136444,-41.10691833,6.561157227,47.09786129
0.669345125,-22.03136444,-41.10691833,6.561157227,47.09786129
0.679406125,-22.26457977,-41.17300797,6.337280273,47.23440715
0.689466125,-22.26457977,-41.17300797,6.337280273,47.23440715
0.699527125,-21.88284302,-41.31507111,6.20111084,47.16193057
0.709587125,-21.91316223,-41.26590729,6.143981934,47.12547397
0.719648125,-21.91316223,-41.26590729,6.143981934,47.12547397
0.729708125,-21.87825012,-41.20946503,5.954589844,47.03546509
0.739769125,-21.87825012,-41.20946503,5.954589844,47.03546509
0.749829125,-22.08167267,-40.91666794,6.113769531,46.89511873
0.759890125,-22.08167267,-40.91666794,6.113769531,46.89511873
0.769950125,-21.8061676,-41.12639618,5.982727051,46.9327437
0.780011125,-21.8061676,-41.12639618,5.982727051,46.9327437
0.790072125,-21.84803009,-41.03014374,5.758666992,46.83984799
0.800132125,-21.84803009,-41.03014374,5.758666992,46.83984799
0.810192125,-21.81279755,-41.17266846,5.464660645,46.91321009
0.820253125,-21.81279755,-41.17266846,5.464660645,46.91321009
0.830314125,-21.94146729,-41.34825897,5.429077148,47.12304516
0.840374125,-21.94146729,-41.34825897,5.429077148,47.12304516
0.850435125,-21.89507294,-41.48497772,5.464782715,47.22564394
0.860495125,-21.89507294,-41.48497772,5.464782715,47.22564394
0.870556125,-21.88327026,-41.42508698,5.651489258,47.18956112
0.880616125,-21.88327026,-41.42508698,5.651489258,47.18956112
0.890677125,-21.51638794,-41.65435791,5.686645508,47.22688239
0.900737125,-21.51638794,-41.65435791,5.686645508,47.22688239
0.910798125,-21.4644165,-41.61489487,5.657348633,47.16488359
0.920858125,-21.43816376,-41.79055023,5.913574219,47.33936326
0.930919125,-21.43816376,-41.79055023,5.913574219,47.33936326
0.940979125,-21.43132019,-41.86568451,6.01348877,47.41517765
0.951040125,-21.43132019,-41.86568451,6.01348877,47.41517765
0.961100125,-21.15506744,-41.51851654,6.04107666,46.98743131
0.971161125,-21.15506744,-41.51851654,6.04107666,46.98743131
0.981221125,-21.38359833,-41.81570053,6.151000977,47.36713947
0.991282125,-21.38359833,-41.81570053,6.151000977,47.36713947
1.001342125,-21.34169769,-41.70523071,6.258422852,47.26480917
1.011403125,-21.34169769,-41.70523071,6.258422852,47.26480917
1.021463125,-21.09442139,-41.80142212,6.567749023,47.28074483
1.031524125,-21.09442139,-41.80142212,6.567749023,47.28074483
1.041584125,-21.09802246,-41.83881378,6.933898926,47.36762444
1.051645125,-21.09802246,-41.83881378,6.933898926,47.36762444
1.061705125,-21.11643219,-41.6516571,7.251464844,47.25831134
1.071766125,-21.11643219,-41.6516571,7.251464844,47.25831134
1.081826125,-21.11991882,-41.72240448,7.617248535,47.37966317
1.091887125,-21.11991882,-41.72240448,7.617248535,47.37966317
1.101947125,-21.15232849,-41.628479,7.545593262,47.29997085
