Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.01921300001,-23.89335632,-8.432155609,37.42059326,45.19175284
0.029274,-23.63696289,-8.043486595,37.79547119,45.29791754
0.039334,-23.63696289,-8.043486595,37.79547119,45.29791754
0.04939500001,-23.47421265,-7.419438362,38.04077148,45.31210677
0.05945500001,-23.47421265,-7.419438362,38.04077148,45.31210677
0.069516,-23.7871933,-6.986893654,38.25036621,45.58220885
0.079576,-23.7871933,-6.986893654,38.25036621,45.58220885
0.089637,-23.75231171,-6.60385704,38.35290527,45.59307603
0.099697,-23.75231171,-6.60385704,38.35290527,45.59307603
0.109758,-23.6194458,-6.290355682,38.57415771,45.66631623
0.119818,-23.6194458,-6.290355682,38.57415771,45.66631623
0.129879,-23.40679169,-5.761170387,38.6151123,45.52137827
0.139939,-23.40679169,-5.761170387,38.6151123,45.52137827
0.15,-23.35591125,-5.681250572,38.73254395,45.5849225
0.16006,-23.35591125,-5.681250572,38.73254395,45.5849225
0.17012,-23.35803986,-5.414592743,38.80389404,45.6142306
0.180181,-23.35803986,-5.414592743,38.80389404,45.6142306
0.190241,-23.2442627,-4.932905197,38.9241333,45.6039193
0.200302,-23.2442627,-4.932905197,38.9241333,45.6039193
0.210362,-22.94869232,-4.809261322,38.8994751,45.4196063
0.220423,-22.94869232,-4.809261322,38.8994751,45.4196063
0.230483,-23.01769257,-4.355950356,39.19165039,45.65932473
0.240544,-23.01769257,-4.355950356,39.19165039,45.65932473
0.250604,-22.92858124,-4.228872299,39.03826904,45.47075597
0.260665,-23.09046936,-4.18307209,39.22540283,45.70886232
0.270725,-23.09046936,-4.18307209,39.22540283,45.70886232
0.280786,-23.11372375,-4.123749733,39.36065674,45.83133029
0.290846,-23.11372375,-4.123749733,39.36065674,45.83133029
0.300906,-23.06471252,-4.04317379,39.49505615,45.91500494
0.310967,-23.06471252,-4.04317379,39.49505615,45.91500494
0.321027,-22.80181122,-3.930125237,39.42510986,45.71332155
0.331088,-22.80181122,-3.930125237,39.42510986,45.71332155
0.341148,-22.59255219,-3.574516296,39.6675415,45.78989441
0.3512079167,-22.59255219,-3.574516296,39.6675415,45.78989441
0.3612679167,-22.70343018,-3.551939011,39.59161377,45.77726393
0.3713289167,-22.70343018,-3.551939011,39.59161377,45.77726393
0.3813889167,-22.48101044,-3.450445175,39.75311279,45.79968754
0.3914499167,-22.48101044,-3.450445175,39.75311279,45.79968754
0.4015099167,-22.23416138,-3.497544289,39.90576172,45.81550574
0.4115709167,-22.23416138,-3.497544289,39.90576172,45.81550574
0.4216309167,-22.22612,-3.178137779,40.16070557,46.01068616
0.4316909167,-22.22612,-3.178137779,40.16070557,46.01068616
0.4417519167,-22.16109467,-3.256783485,40.08007812,45.91441405
0.4518119167,-22.16109467,-3.256783485,40.08007812,45.91441405
0.4618729167,-22.08931732,-3.212094307,40.23657227,46.01344627
0.4719329167,-21.7359314,-3.228322983,40.09515381,45.7219219
0.4819939167,-21.7359314,-3.228322983,40.09515381,45.7219219
0.4920539167,-21.56036377,-3.026519775,40.39135742,45.88541012
0.5021149167,-21.56036377,-3.026519775,40.39135742,45.88541012
0.5121749167,-21.42697906,-3.201440811,40.64959717,46.06250541
0.5222359167,-21.42697906,-3.201440811,40.64959717,46.06250541
0.5322959167,-21.41547394,-3.322674751,40.60461426,46.02605122
0.5423569167,-21.41547394,-3.322674751,40.60461426,46.02605122
0.5524169167,-21.18509674,-3.319152832,40.50018311,45.82673817
0.5624769167,-21.18509674,-3.319152832,40.50018311,45.82673817
0.5725379167,-21.48016357,-3.25881958,40.48254395,45.94402787
0.5825979167,-21.48016357,-3.25881958,40.48254395,45.94402787
0.5926589167,-21.22684479,-3.499671936,40.36968994,45.74427297
0.6027189167,-21.22684479,-3.499671936,40.36968994,45.74427297
0.6127799167,-21.26930237,-3.286156654,40.30133057,45.68784624
0.6228399167,-21.26930237,-3.286156654,40.30133057,45.68784624
0.6329009167,-21.52011108,-3.627213478,40.47070312,45.97988332
0.6429609167,-21.52011108,-3.627213478,40.47070312,45.97988332
0.6530219167,-21.49452209,-3.647215843,40.26190186,45.78577732
0.6630819167,-21.49452209,-3.647215843,40.26190186,45.78577732
0.6731429167,-21.79477692,-4.113238335,40.22692871,45.93622562
0.6832029167,-21.43114471,-4.49081707,40.08953857,45.67967277
0.6932639167,-21.43114471,-4.49081707,40.08953857,45.67967277
0.7033239167,-21.88079071,-4.718067169,40.16925049,45.98475666
0.7133839167,-21.88079071,-4.718067169,40.16925049,45.98475666
0.7234449167,-21.5723877,-5.027300835,39.87792969,45.61678354
0.7335049167,-21.5723877,-5.027300835,39.87792969,45.61678354
0.7435659167,-21.66188812,-5.137411118,40.01525879,45.79138921
0.7536259167,-21.66188812,-5.137411118,40.01525879,45.79138921
0.7636869167,-21.57551575,-5.425590515,39.91687012,45.69788214
0.7737469167,-21.57551575,-5.425590515,39.91687012,45.69788214
0.7838079167,-21.69882202,-5.551610947,39.94561768,45.79641506
0.7938679167,-21.69882202,-5.551610947,39.94561768,45.79641506
0.8039289167,-21.64628601,-5.791573524,39.99334717,45.84290392
0.8139889167,-21.64628601,-5.791573524,39.99334717,45.84290392
0.8240499167,-21.57353973,-5.991212845,39.96112061,45.80615033
0.8341099167,-21.57353973,-5.991212845,39.96112061,45.80615033
0.8441699167,-21.64944458,-6.166535378,40.02154541,45.91784736
0.8542309167,-21.64944458,-6.166535378,40.02154541,45.91784736
0.8642909167,-21.06881714,-6.364826202,40.0612793,45.70899438
0.8743519167,-21.06881714,-6.364826202,40.0612793,45.70899438
0.8844119167,-21.02855682,-6.319314003,40.18841553,45.79566218
0.8944729167,-21.02855682,-6.319314003,40.18841553,45.79566218
0.9045329167,-21.14324188,-6.302588463,40.21636963,45.87064077
0.9145939167,-21.18612671,-5.923487663,40.2220459,45.84487591
0.9246539167,-21.18612671,-5.923487663,40.2220459,45.84487591
0.9347149167,-21.33080292,-5.649341583,40.17443848,45.83561629
0.9447749167,-21.33080292,-5.649341583,40.17443848,45.83561629
0.9548359167,-21.50708008,-5.791666031,39.93884277,45.72973924
0.9648959167,-21.50708008,-5.791666031,39.93884277,45.72973924
0.9749559167,-21.72854614,-5.879615784,39.77490234,45.70276201
0.9850169167,-21.72854614,-5.879615784,39.77490234,45.70276201
0.9950769167,-22.08539581,-5.863316536,39.74591064,45.84627141
1.005137917,-22.08539581,-5.863316536,39.74591064,45.84627141
1.015197917,-22.17041016,-6.094723701,39.69970703,45.87743979
1.025258917,-22.17041016,-6.094723701,39.69970703,45.87743979
1.035318917,-22.08621979,-6.35285759,39.75054932,45.91585864
1.045379917,-22.08621979,-6.35285759,39.75054932,45.91585864
1.055439917,-22.1175766,-6.530982971,39.54083252,45.77464767
1.065500917,-22.1175766,-6.530982971,39.54083252,45.77464767
1.075560917,-22.06928253,-6.578266144,39.3314209,45.57726941
1.085621917,-22.06928253,-6.578266144,39.3314209,45.57726941
