Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
0.018351375,17.0178566,6.224975586,40.68945312,44.54199546
0.028411375,17.0178566,6.224975586,40.68945312,44.54199546
0.038472375,17.3038559,5.948291779,40.69293213,44.61748905
0.048533375,17.3038559,5.948291779,40.69293213,44.61748905
0.058594375,17.75149918,5.722358704,40.35015869,44.45218126
0.068655375,17.75149918,5.722358704,40.35015869,44.45218126
0.078715375,18.09047699,6.143226624,40.44238281,44.72796573
0.088776375,18.09047699,6.143226624,40.44238281,44.72796573
0.098837375,18.43637085,6.249332428,40.1953125,44.66113605
0.108898375,18.43637085,6.249332428,40.1953125,44.66113605
0.118959375,18.52052307,6.401412964,40.43603516,44.93396045
0.129019375,18.52052307,6.401412964,40.43603516,44.93396045
0.139080375,18.84904861,6.467029572,40.07287598,44.75426789
0.149141375,18.84904861,6.467029572,40.07287598,44.75426789
0.159202375,18.83667374,6.506759644,39.97320557,44.66559483
0.169262375,18.83667374,6.506759644,39.97320557,44.66559483
0.179323375,19.29922104,6.846801758,39.67138672,44.6447931
0.189384375,19.29922104,6.846801758,39.67138672,44.6447931
0.199445375,19.8984642,6.882144928,39.42944336,44.69892393
0.209506375,20.58907509,7.034980774,39.1729126,44.80979858
0.219566375,20.58907509,7.034980774,39.1729126,44.80979858
0.229627375,20.84053802,7.137245178,39.01019287,44.80026163
0.239688375,20.84053802,7.137245178,39.01019287,44.80026163
0.249749375,21.31305695,7.350101471,38.96075439,45.013451
0.259810375,21.31305695,7.350101471,38.96075439,45.013451
0.269870375,21.66207123,7.358337402,38.37945557,44.68079083
0.279931375,21.66207123,7.358337402,38.37945557,44.68079083
0.289992375,22.09076309,7.336032867,38.44146729,44.9395772
0.300053375,22.09076309,7.336032867,38.44146729,44.9395772
0.310114375,22.62029266,7.347663879,38.20568848,45.00378247
0.320174375,22.62029266,7.347663879,38.20568848,45.00378247
0.330235375,22.90966034,7.611125946,37.82818604,44.87486416
0.340296375,22.90966034,7.611125946,37.82818604,44.87486416
0.350357375,23.26322556,7.360500336,37.69818115,44.90553964
0.360418375,23.26322556,7.360500336,37.69818115,44.90553964
0.370478375,23.35335922,7.484889984,37.76660156,45.03020274
0.380539375,23.35335922,7.484889984,37.76660156,45.03020274
0.390600375,23.4899826,7.550251007,37.42926025,44.83006911
0.400661375,23.4899826,7.550251007,37.42926025,44.83006911
0.410722375,23.68149567,7.470184326,37.07415771,44.62185632
0.420782375,23.68149567,7.470184326,37.07415771,44.62185632
0.430843375,23.95874023,7.714885712,37.00311279,44.75233012
0.440903625,24.40429306,8.041465759,36.80133057,44.88399072
0.450964625,24.40429306,8.041465759,36.80133057,44.88399072
0.461025625,24.63863754,7.76417923,36.6496582,44.83907209
0.471085625,24.63863754,7.76417923,36.6496582,44.83907209
0.481146625,25.09400177,7.631229401,36.50335693,44.94930093
0.491207625,25.09400177,7.631229401,36.50335693,44.94930093
0.501268625,25.24272537,7.552516937,36.38323975,44.92188588
0.511329625,25.24272537,7.552516937,36.38323975,44.92188588
0.521389625,25.19907379,7.348297119,36.40118408,44.8780235
0.531450625,25.19907379,7.348297119,36.40118408,44.8780235
0.541511625,25.34663773,7.334407806,36.39208984,44.95141583
0.551572625,25.34663773,7.334407806,36.39208984,44.95141583
0.561633625,25.25192642,7.376403809,36.44580078,44.94849848
0.571693625,25.25192642,7.376403809,36.44580078,44.94849848
0.581754625,25.3192215,7.627349854,36.49829102,45.0706633
0.591815625,25.3192215,7.627349854,36.49829102,45.0706633
0.601876625,25.14799881,7.412746429,36.55657959,44.98615526
0.611936625,25.14799881,7.412746429,36.55657959,44.98615526
0.621997625,24.70389938,7.146564484,36.51379395,44.66109243
0.632058625,24.70389938,7.146564484,36.51379395,44.66109243
0.642119625,24.54596329,7.58139801,36.79272461,44.87411831
0.652180625,24.35888672,7.325679779,36.96209717,44.86889316
0.662240625,24.35888672,7.325679779,36.96209717,44.86889316
0.672301625,24.44338608,7.302642822,37.01849365,44.95749757
0.682362625,24.44338608,7.302642822,37.01849365,44.95749757
0.692423625,24.16156769,7.387058258,37.14019775,44.91930845
0.702484625,24.16156769,7.387058258,37.14019775,44.91930845
0.712544625,24.33759308,7.566280365,37.19610596,45.09010239
0.722605625,24.33759308,7.566280365,37.19610596,45.09010239
0.732666625,24.41986847,7.558494568,37.24591064,45.17431434
